Year,,,,,,,
91,17.5625,13.5,-0.617,0.951,2.006,2.445,1492
91,17.604167,14.5,-0.877,1.08,1.507,2.349,1604
91,17.645833,15.5,-0.178,1.077,1.584,2.286,990
91,17.6875,16.5,-0.349,2.094,0.761,2.361,783
91,17.729167,17.5,-0.048,1.8,0.986,2.294,1544
91,17.770833,18.5,-0.375,1.927,0.934,2.316,1682
91,17.8125,19.5,-0.846,1.581,1.237,2.294,1243
91,17.854167,20.5,-0.726,1.386,1.508,2.295,1042
91,17.895833,21.5,-0.597,1.28,1.859,2.379,2197
91,17.9375,22.5,-0.675,1.415,1.834,2.44,3362
91,17.979167,23.5,-0.923,1.649,1.401,2.457,3600
91,18.020833,0.5,-1.229,1.391,-0.44,2.361,3600
91,18.0625,1.5,-0.648,1.333,0.328,2.517,3600
91,18.104167,2.5,-0.376,1.709,1.791,2.681,3600
91,18.145833,3.5,-0.527,1.693,1.718,2.711,3600
91,18.1875,4.5,-0.747,2.037,1.721,2.86,3600
91,18.229167,5.5,-0.117,2.052,1.578,2.772,1991
91,18.270833,6.5,-0.103,2.55,1.138,2.953,1800
91,18.3125,7.5,0.375,1.639,2.363,3.054,1800
91,18.354167,8.5,-0.377,2.48,0.24,2.964,1800
91,18.395833,9.5,-0.819,1.476,1.997,2.84,1800
91,18.4375,10.5,-0.635,1.642,1.925,2.692,1800
91,18.479167,11.5,-0.223,1.741,2.081,2.768,1800
91,18.520833,12.5,-0.464,1.876,1.845,2.836,1800
91,18.5625,13.5,-0.893,0.297,2.167,2.889,1800
91,18.604167,14.5,-0.274,1.811,2.323,3.046,1800
91,18.645833,15.5,0.072,1.252,2.769,3.072,1800
91,18.6875,16.5,-1.038,2.159,1.359,3.018,1800
91,18.729167,17.5,-1.061,2.596,0.394,2.931,1800
91,18.770833,18.5,-0.774,2.044,1.125,2.936,1800
91,18.8125,19.5,-0.38,2.402,1.447,2.925,1455
91,18.854167,20.5,-0.431,1.747,1.972,2.865,2616
91,18.895833,21.5,0.908,1.621,2.278,3.001,3278
91,18.9375,22.5,0.883,1.423,2.404,2.976,3248
91,18.979167,23.5,0.545,2.059,1.969,2.985,3600
91,19.020833,0.5,0.245,1.506,2.07,2.824,3600
91,19.0625,1.5,-1.363,1.141,-1.002,2.342,3600
91,19.104167,2.5,-0.306,1.986,-0.011,2.301,3600
91,19.145833,3.5,-0.32,0.82,-2.153,2.665,3600
91,19.1875,4.5,-0.601,0.177,-2.767,2.909,3600
91,19.229167,5.5,-0.038,-0.523,-2.864,3.052,1886
91,19.270833,6.5,-0.148,-0.43,-2.805,3.069,1800
91,19.3125,7.5,-1.425,1.998,-1.295,3.357,1800
91,19.354167,8.5,0.152,2.179,1.658,3,1800
91,19.395833,9.5,-0.75,2.25,1.948,3.145,1800
91,19.4375,10.5,-1.071,2.38,1.807,3.22,1800
91,19.479167,11.5,-1.496,2.206,0.507,3.126,1800
91,19.520833,12.5,-0.528,2.147,0.935,3.086,1800
91,19.5625,13.5,-0.814,1.945,-1.994,3.26,1800
91,19.604167,14.5,-0.338,2.636,-1.246,3.33,1800
91,19.645833,15.5,-0.409,3.182,1.378,3.62,1800
91,19.6875,16.5,-0.376,3.611,0.468,3.851,1800
91,19.729167,17.5,0.368,3.211,2.175,3.965,1800
91,19.770833,18.5,-0.308,2.516,-1.883,3.527,1800
91,19.8125,19.5,-0.691,2.835,-0.609,3.277,1631
