DOY,HOUR,MIN,Year,SEC,MSEC,DECIMALDAY,BX(nT),BY(nT),BZ(nT),RANGE,POSNX(km),POSNY(km),POSNZ(km),Distance from Sun(AU),XCOM(nT)R^2,Magnitude,atan2(y/x),angle,originalangle,CorrectedAngle
324.0,4.0,29.5,2012.0,30.0,969.9333333333333,324.1875112316665,-0.7891666666666666,-3.334666666666668,-2.6308333333333342,0.0,328220772.9316667,-0.5276333333333337,-0.24000000000000019,2.193989123874777,-3.7987071841127222,3.7987071841127222,-37.40685266895198,65.71199716734492,-103.11884983629686,-37.40685266895198
324.0,5.0,29.5,2012.0,30.0,965.5,324.22917784999987,-1.2921666666666667,-3.2859999999999987,-3.259166666666666,0.0,328208730.0133334,-0.5265333333333331,-0.24000000000000019,2.1939086230837788,-6.219476264940037,6.219476264940037,-45.652248727118675,65.7112089668232,-111.36345769394185,-45.652248727118675
324.0,6.0,29.5,2012.0,30.0,961.1,324.2708444683333,-0.8348333333333335,-3.818166666666666,-0.10133333333333354,0.0,328196680.37333333,-0.5254333333333326,-0.24000000000000019,2.193828077361854,-4.017973245035167,4.019577482936756,-36.48609579386161,65.71042027827556,-102.19651607213721,-36.48609579386161
324.0,7.0,29.5,2012.0,30.0,956.7,324.3125110749999,-0.6776666666666665,-3.467333333333335,1.0706666666666664,0.0,328184623.9933333,-0.5243500000000006,-0.24000000000000019,2.193747486586452,-3.26127194629928,3.3222311515963243,-35.220883628869736,65.70963110041735,-100.9305147292871,-35.220883628869736
324.0,8.0,29.5,2012.0,30.0,952.3,324.35417769166673,-1.0465000000000004,-3.9743333333333326,-0.6008333333333336,0.0,328172560.88166654,-0.5232499999999998,-0.24000000000000019,2.19366685081328,-5.035937347975694,5.035937347975694,-38.99962874965447,65.70884143370918,-104.70847018336364,-38.99962874965447
324.0,9.0,29.5,2012.0,30.0,947.9166666666666,324.3958443100001,-0.9883333333333333,-3.4518333333333335,-1.8713333333333335,0.0,328160491.03999996,-0.5221499999999993,-0.24000000000000019,2.193586170053476,-4.75566786421459,4.75566786421459,-40.24023086821708,65.70805127817528,-105.94828214639234,-40.24023086821708
324.0,10.0,29.5,2012.0,30.0,943.5,324.43751092666685,-1.5025000000000002,-2.5403333333333324,-2.6849999999999996,0.0,328148414.4733334,-0.5210000000000005,-0.2409333333333331,2.193505444340464,-7.22922825126616,7.22922825126616,-56.31568693425443,65.70726063405806,-122.02294756831252,-56.31568693425443
324.0,11.0,29.5,2012.0,30.0,939.1,324.4791775450001,-1.2145,-2.297,-2.0596666666666663,0.0,328136331.1716667,-0.5198499999999995,-0.24099999999999977,2.1934246736073977,-5.843118539145739,5.843118539145739,-30.37358411643021,65.70646950061796,-96.08005361704821,-60.373584116430216
324.0,12.0,29.5,2012.0,30.9,148.3,324.5208454766666,-1.2989999999999997,-4.0705,0.478,0.0,328124240.7516667,-0.5187499999999998,-0.24099999999999977,2.19334385529189,-6.249161739641745,6.249161739641745,-41.99581277450828,65.70567785266941,-107.70149062717769,-41.99581277450828
324.0,13.0,29.5,2012.0,31.0,55.266666666666666,324.56251222166645,-1.7015000000000002,-3.795499999999999,1.3093333333333332,0.0,328112143.9366666,-0.51765,-0.24099999999999977,2.1932629942290562,-8.184923783861647,8.184923783861647,-48.373796738156244,65.70488573748906,-114.07868247564532,-48.373796738156244
324.0,14.0,29.5,2012.0,31.0,50.93333333333333,324.6041788316665,-0.6873333333333334,-3.8055000000000008,0.2861666666666667,0.0,328100040.4366667,-0.5165666666666658,-0.24099999999999977,2.193182088480392,-3.30608554090285,3.5209333414393127,-34.46545915322452,65.70409313600439,-100.16955228922892,-34.46545915322452
324.0,15.0,29.5,2012.0,31.0,46.5,324.64584544999997,-0.9730000000000001,-4.014333333333334,0.6246666666666666,0.0,328087930.1983333,-0.515466666666667,-0.24099999999999977,2.193101137689394,-4.679818046097619,4.679818046097619,-37.90130197019709,65.70330004463787,-103.60460201483495,-37.90130197019709
