Year,Month,Day,DecimalDay,Dailysunspotno,error,observations,definitve indicator
2016,4,9,2016.272,25,1.8,16,1
2016,4,10,2016.275,34,3.2,15,1
2016,4,11,2016.277,43,3.7,46,1
2016,4,12,2016.28,37,3.2,52,1
2016,4,13,2016.283,48,4.8,35,1
2016,4,14,2016.286,46,3.6,20,1
2016,4,15,2016.288,33,1.3,10,1
2016,4,16,2016.291,42,3.7,20,1
2016,4,17,2016.294,36,2.3,24,1
2016,4,18,2016.296,31,1.8,34,1
2016,4,19,2016.299,28,1.8,46,1
2016,4,20,2016.302,25,2.5,52,1
2016,4,21,2016.305,26,2.5,54,1
2016,4,22,2016.307,21,1.6,16,1
2016,4,23,2016.31,13,1.1,21,1
2016,4,24,2016.313,37,3.2,20,1
2016,4,25,2016.316,45,4.2,28,1
2016,4,26,2016.318,57,5,36,1
2016,4,27,2016.321,76,4.9,29,1
2016,4,28,2016.324,90,5.5,39,1
2016,4,29,2016.327,82,5.3,29,1
2016,4,30,2016.329,89,7.4,33,1
2016,5,1,2016.332,87,7.8,28,1
2016,5,2,2016.335,83,5,26,1
2016,5,3,2016.337,73,5,40,1
2016,5,4,2016.34,71,5.5,54,1
2016,5,5,2016.343,60,5.6,51,1
2016,5,6,2016.346,57,4.3,44,1
2016,5,7,2016.348,34,2.1,27,1
2016,5,8,2016.351,44,3,39,1
2016,5,9,2016.354,52,4.4,20,1
2016,5,10,2016.357,76,7.3,28,1
2016,5,11,2016.359,79,4.8,27,1
2016,5,12,2016.362,83,6.2,39,1
2016,5,13,2016.365,78,6.6,43,1
2016,5,14,2016.367,88,8,37,1
2016,5,15,2016.37,87,4.8,37,1
2016,5,16,2016.373,55,4.5,20,1
2016,5,17,2016.376,38,2.9,38,1
2016,5,18,2016.378,30,2.1,22,1
2016,5,19,2016.381,43,3.4,16,1
2016,5,20,2016.384,46,2.4,19,1
2016,5,21,2016.387,18,1.6,24,1
2016,5,22,2016.389,28,2.6,11,1
2016,5,23,2016.392,16,0.9,11,1
2016,5,24,2016.395,25,1.4,24,1
2016,5,25,2016.398,35,2.6,15,1
2016,5,26,2016.4,34,2.6,52,1
2016,5,27,2016.403,34,3,17,1
2016,5,28,2016.406,33,2.1,32,1
2016,5,29,2016.408,33,3.1,12,1
2016,5,30,2016.411,41,3.5,6,1
2016,5,31,2016.414,36,3.2,19,1
2016,6,1,2016.417,41,2.7,21,1
2016,6,2,2016.419,14,0.7,24,1
2016,6,3,2016.422,0,0,38,1
2016,6,4,2016.425,10,0.9,9,1
2016,6,5,2016.428,0,0,50,1
2016,6,6,2016.43,0,0,51,1
2016,6,7,2016.433,12,5.6,14,1
2016,6,8,2016.436,14,1.4,49,1
2016,6,9,2016.439,19,1.1,33,1
2016,6,10,2016.441,33,1.3,38,1
2016,6,11,2016.444,44,3.6,29,1
2016,6,12,2016.447,42,2.7,30,1
2016,6,13,2016.449,38,3.2,21,1
2016,6,14,2016.452,38,3.2,29,1
2016,6,15,2016.455,40,2.8,15,1
2016,6,16,2016.458,28,1.7,28,1
2016,6,17,2016.46,39,1.9,22,1
2016,6,18,2016.463,47,4.5,29,1
2016,6,19,2016.466,50,3.7,21,1
2016,6,20,2016.469,36,1.7,26,1
2016,6,21,2016.471,24,1.9,39,1
2016,6,22,2016.474,23,2,44,1
2016,6,23,2016.477,12,1.5,19,1
2016,6,24,2016.48,12,2.9,23,1
2016,6,25,2016.482,0,0,37,1
2016,6,26,2016.485,0,0,37,1
2016,6,27,2016.488,0,0,43,1
2016,6,28,2016.49,0,0,44,1
2016,6,29,2016.493,0,0,46,1
2016,6,30,2016.496,0,0,33,1
2016,7,1,2016.499,0,0,44,1
2016,7,2,2016.501,11,0,39,1
2016,7,3,2016.504,19,10.4,12,1
2016,7,4,2016.507,0,0,52,1
2016,7,5,2016.51,13,4.1,31,1
2016,7,6,2016.512,13,5.1,34,1
2016,7,7,2016.515,25,1.8,31,1
2016,7,8,2016.518,41,3,17,1
2016,7,9,2016.52,56,5.3,35,1
2016,7,10,2016.523,50,4.6,34,1
2016,7,11,2016.526,62,5,54,1
2016,7,12,2016.529,59,3.7,48,1
2016,7,13,2016.531,53,3.1,26,1
2016,7,14,2016.534,58,4.1,25,1
2016,7,15,2016.537,69,5.5,20,1
2016,7,16,2016.54,60,5.8,24,1
2016,7,17,2016.542,39,3.2,27,1
2016,7,18,2016.545,64,5.9,43,1
2016,7,19,2016.548,59,5.2,49,1
2016,7,20,2016.551,56,4.2,43,1
2016,7,21,2016.553,52,3.2,39,1
2016,7,22,2016.556,39,3.4,33,1
2016,7,23,2016.559,27,2.5,21,1
2016,7,24,2016.561,13,0.9,27,1
2016,7,25,2016.564,0,0,51,1
2016,7,26,2016.567,0,0,45,1
2016,7,27,2016.57,0,0,48,1
2016,7,28,2016.572,13,3.7,26,1
2016,7,29,2016.575,15,1.2,11,1
2016,7,30,2016.578,21,1.3,5,1
2016,7,31,2016.581,16,5.2,31,1
2016,8,1,2016.583,12,3.9,24,1
2016,8,2,2016.586,12,3.8,22,1
2016,8,3,2016.589,0,0,40,1
2016,8,4,2016.592,16,6.9,33,1
2016,8,5,2016.594,38,3,28,1
2016,8,6,2016.597,39,3.5,45,1
2016,8,7,2016.6,51,3.6,26,1
2016,8,8,2016.602,81,5.7,50,1
2016,8,9,2016.605,72,4.1,44,1
2016,8,10,2016.608,77,4.3,34,1
2016,8,11,2016.611,79,3.8,27,1
2016,8,12,2016.613,71,5,33,1
2016,8,13,2016.616,58,5,32,1
2016,8,14,2016.619,59,4.5,35,1
2016,8,15,2016.622,63,5.7,38,1
2016,8,16,2016.624,80,7.1,34,1
2016,8,17,2016.627,58,3.5,43,1
2016,8,18,2016.63,49,3.3,47,1
2016,8,19,2016.633,47,2.9,17,1
2016,8,20,2016.635,16,1.4,22,1
2016,8,21,2016.638,14,5.3,25,1
2016,8,22,2016.641,28,2.4,21,1
2016,8,23,2016.643,48,4.1,53,1
2016,8,24,2016.646,49,4.8,47,1
2016,8,25,2016.649,48,4.4,43,1
2016,8,26,2016.652,49,3,28,1
2016,8,27,2016.654,58,5.2,40,1
2016,8,28,2016.657,64,4.6,27,1
2016,8,29,2016.66,68,5.1,42,1
2016,8,30,2016.663,74,4.5,24,1
2016,8,31,2016.665,77,5.3,43,1
2016,9,1,2016.668,78,5.1,43,1
2016,9,2,2016.671,67,5.4,35,1
2016,9,3,2016.673,65,4.8,36,1
2016,9,4,2016.676,49,3.4,22,1
2016,9,5,2016.679,31,1.9,17,1
2016,9,6,2016.682,43,4,31,1
2016,9,7,2016.684,57,3,21,1
2016,9,8,2016.687,53,3.6,38,1
2016,9,9,2016.69,79,4.8,35,1
2016,9,10,2016.693,78,6.4,37,1
2016,9,11,2016.695,67,4.3,28,1
2016,9,12,2016.698,59,5,46,1
2016,9,13,2016.701,39,3.5,37,1
2016,9,14,2016.704,28,1.9,22,1
2016,9,15,2016.706,15,1.2,15,1
2016,9,16,2016.709,13,0.9,24,1
2016,9,17,2016.712,14,1.2,24,1
2016,9,18,2016.714,38,2.4,21,1
2016,9,19,2016.717,63,3.5,24,1
2016,9,20,2016.72,53,3.6,20,1
2016,9,21,2016.723,55,4.2,21,1
2016,9,22,2016.725,36,2.3,22,1
2016,9,23,2016.728,60,4.7,37,1
2016,9,24,2016.731,55,5,39,1
2016,9,25,2016.734,30,2.8,27,1
2016,9,26,2016.736,29,2.9,34,1
2016,9,27,2016.739,26,2.2,37,1
2016,9,28,2016.742,30,2.6,24,1
2016,9,29,2016.745,17,1.7,40,1
2016,9,30,2016.747,12,0,43,1
2016,10,1,2016.75,0,0,35,1
2016,10,2,2016.753,15,5.5,26,1
2016,10,3,2016.755,35,2.3,23,1
2016,10,4,2016.758,40,2.9,37,1
2016,10,5,2016.761,41,2.9,34,1
2016,10,6,2016.764,56,3.7,36,1
2016,10,7,2016.766,60,4.2,26,1
2016,10,8,2016.769,63,4.6,32,1
2016,10,9,2016.772,68,6.2,31,1
2016,10,10,2016.775,66,4.2,35,1
2016,10,11,2016.777,63,4.8,30,1
2016,10,12,2016.78,41,3.2,23,1
2016,10,13,2016.783,42,3.8,34,1
2016,10,14,2016.786,41,3,19,1
2016,10,15,2016.788,38,2.8,19,1
2016,10,16,2016.791,29,2.7,18,1
2016,10,17,2016.794,27,2.2,13,1
2016,10,18,2016.796,29,1.9,33,1
2016,10,19,2016.799,28,2.5,6,1
2016,10,20,2016.802,16,0.8,27,1
2016,10,21,2016.805,28,2.4,27,1
2016,10,22,2016.807,27,2,30,1
2016,10,23,2016.81,15,1.4,21,1
2016,10,24,2016.813,15,1.1,13,1
2016,10,25,2016.816,17,1.2,19,1
2016,10,26,2016.818,25,0.3,4,1
2016,10,27,2016.821,25,1.5,15,1
2016,10,28,2016.824,37,1.9,15,1
2016,10,29,2016.827,23,1.8,11,1
2016,10,30,2016.829,13,1,38,1
2016,10,31,2016.832,13,1.3,52,1
2016,11,1,2016.835,12,0.6,27,1
2016,11,2,2016.837,0,0,39,1
2016,11,3,2016.84,27,2,12,1
2016,11,4,2016.843,25,1.4,20,1
2016,11,5,2016.846,25,1.5,23,1
2016,11,6,2016.848,22,1.5,13,1
2016,11,7,2016.851,11,0.6,23,1
2016,11,8,2016.854,0,0,32,1
2016,11,9,2016.857,14,3,12,1
2016,11,10,2016.859,24,1.1,17,1
2016,11,11,2016.862,26,1.6,26,1
2016,11,12,2016.865,12,1.1,31,1
2016,11,13,2016.867,36,3.5,22,1
2016,11,14,2016.87,31,2.3,11,1
2016,11,15,2016.873,27,1.5,11,1
2016,11,16,2016.876,27,1.1,13,1
2016,11,17,2016.878,29,2.3,33,1
2016,11,18,2016.881,28,1.5,22,1
2016,11,19,2016.884,24,8.1,21,1
2016,11,20,2016.887,13,4.6,17,1
2016,11,21,2016.889,0,0,28,1
2016,11,22,2016.892,0,0,33,1
2016,11,23,2016.895,11,0.3,13,1
2016,11,24,2016.898,12,0.9,23,1
2016,11,25,2016.9,13,0.7,22,1
2016,11,26,2016.903,25,1.3,7,1
2016,11,27,2016.906,30,2.3,26,1
2016,11,28,2016.908,41,3.2,39,1
2016,11,29,2016.911,46,3.8,35,1
2016,11,30,2016.914,51,4.4,38,1
2016,12,1,2016.917,55,2.2,15,1
2016,12,2,2016.919,61,3.1,29,1
2016,12,3,2016.922,56,3.5,7,1
2016,12,4,2016.925,38,2.9,23,1
2016,12,5,2016.928,34,3.4,16,1
2016,12,6,2016.93,31,3.1,21,1
2016,12,7,2016.933,19,1.3,19,1
2016,12,8,2016.936,14,1.2,35,1
2016,12,9,2016.939,20,5.7,28,1
2016,12,10,2016.941,0,0,28,1
2016,12,11,2016.944,0,0,11,1
2016,12,12,2016.947,12,0.7,21,1
2016,12,13,2016.949,14,1.3,24,1
2016,12,14,2016.952,23,1.1,12,1
2016,12,15,2016.955,12,1,32,1
2016,12,16,2016.958,0,0,34,1
2016,12,17,2016.96,13,1.5,18,1
2016,12,18,2016.963,27,1.7,6,1
2016,12,19,2016.966,15,0.9,8,1
2016,12,20,2016.969,22,1.3,9,1
2016,12,21,2016.971,30,2,16,1
2016,12,22,2016.974,16,0.9,10,1
2016,12,23,2016.977,0,0,30,1
2016,12,24,2016.98,0,0,27,1
2016,12,25,2016.982,0,0,29,1
2016,12,26,2016.985,0,0,38,1
2016,12,27,2016.988,16,1.3,7,1
2016,12,28,2016.99,12,2.8,16,1
2016,12,29,2016.993,11,4.2,16,1
2016,12,30,2016.996,11,4.4,23,1
2016,12,31,2016.999,11,5.7,15,1
